,genres,ID,title,vote_average,vote_count,releasedate,director_gender,prod_countries
5474,"Drama, Thriller, Science Fiction",121565,Errors of the Human Body,5.6,24.0,2012,male,Germany
5475,Drama,127880,Clandestine Childhood,6.4,10.0,2011,male,Argentina
5476,"Drama, Romance",121674,Great Expectations,6.3,101.0,2012,male,United Kingdom
5477,"Adventure, Fantasy, Family",118153,The Sword and the Dragon,5.3,6.0,1956,male,Russia
5478,"Adventure, Fantasy",155399,The Day the Earth Froze,2.0,2.0,1959,male,Finland
5479,"Drama, Romance",191421,So Young,6.1,48.0,2013,female,China
5480,"Action, Drama, Crime",21776,Cash Truck,6.4,29.0,2004,male,France
5481,"Drama, History",19039,The Conclave,6.5,4.0,2006,male,Canada
5482,"Drama, Thriller",87380,Absent,6.6,19.0,2011,male,Argentina
5483,Drama,203833,The Book Thief,7.4,1528.0,2013,male,Germany
5484,"Drama, Foreign",42461,The Scarlet Letter,6.0,3.0,1973,male,Germany
5485,Drama,153820,The Girl from Nowhere,6.2,6.0,2013,male,France
5486,"Action, Adventure, Fantasy, Family",46997,The Magic Voyage of Sinbad,4.5,6.0,1952,male,Russia
5487,"Drama, Thriller, Mystery",58258,The Chameleon,4.8,17.0,2010,male,Canada
5488,"Thriller, Mystery",169219,The Dyatlov Pass Incident,5.7,177.0,2013,male,United Kingdom
5489,"Drama, Fantasy",124517,Emotion,6.6,8.0,1966,male,Japan
5490,"Action, Thriller",218329,Breakout,4.3,29.0,2013,male,Canada
5491,"Drama, Romance, War",121642,Twice Born,6.9,142.0,2012,male,Italy
5492,Drama,202436,The Story of Esther Costello,6.5,2.0,1957,male,United Kingdom
5493,"Drama, Thriller, Horror",80662,Guilty of Romance,6.8,45.0,2011,male,Japan
5494,Horror,64534,The Strange Case of Dr. Jekyll and Miss Osbourne,6.8,7.0,1981,male,France
5495,Comedy,200713,9 Month Stretch,6.3,147.0,2013,male,France
5496,"Drama, War, Foreign",110919,Circles,7.9,13.0,2013,male,Serbia
5497,"Comedy, Drama",201749,Mr. Morgan's Last Love,6.9,95.0,2013,female,Belgium
5498,"Comedy, Action, Science Fiction, Animation, Western",51859,Trigun: Badlands Rumble,7.4,25.0,2010,male,Japan
5499,"Adventure, Thriller, Horror",30877,Cut and Run,5.7,13.0,1985,male,Italy
5500,"Drama, Romance",4839,Love Life,4.5,6.0,2007,female,Israel
5501,"Drama, Thriller",46793,Shadows of a Hot Summer,6.0,2.0,1978,male,Czech Republic
5502,Drama,155096,Amen,6.3,4.0,2011,male,South Korea
5503,"Drama, History",192136,Mandela: Long Walk to Freedom,6.5,225.0,2013,male,United Kingdom
5504,"Romance, Fantasy, Music",180048,Amen,6.9,6.0,2013,male,India
5505,Drama,209282,Violette,5.4,14.0,2013,male,Belgium
5506,"Comedy, Drama",58043,My Piece of the Pie,5.7,46.0,2011,male,France
5507,"Drama, Romance, Science Fiction",152601,Her,7.9,4215.0,2013,male,China
5508,"Comedy, Action, Science Fiction, Horror",39260,RoboGeisha,5.8,16.0,2009,male,Japan
5509,Drama,184314,Young & Beautiful,6.3,360.0,2013,male,France
5510,Drama,54236,Cousin Angelica,5.5,8.0,1974,male,Spain
5511,"Drama, Thriller, History, TV Movie",177203,The Challenger,7.1,33.0,2013,male,United Kingdom
5512,"Action, Adventure, Thriller",57047,The Fourth Angel,5.7,20.0,2001,male,United Kingdom
5513,Drama,115023,Measuring the World,5.6,30.0,2012,male,Germany
5514,Drama,132141,The Noose,7.5,2.0,1958,male,Poland
5515,"Comedy, Drama, History",140823,Saving Mr. Banks,7.3,1256.0,2013,male,Australia
5516,Unknown,49152,La rabbia,7.8,4.0,1963,male,Italy
5517,"Action, Fantasy, Family",49852,The Nutcracker: The Untold Story,5.3,52.0,2010,male,United Kingdom
5518,"Comedy, Adventure",38792,Those Daring Young Men in Their Jaunty Jalopies,6.8,10.0,1969,male,France
5519,"Comedy, Romance",45130,Gregoire Moulin vs. Humanity,6.7,17.0,2001,male,France
5520,Horror,29130,The Demoniacs,4.6,8.0,1974,male,Belgium
5521,"Romance, Thriller, Foreign, Horror",29565,The Night of the Hunted,5.9,11.0,1980,male,France
5522,Drama,127913,The Deep,6.2,21.0,2012,male,Iceland
5523,"Romance, Foreign, Mystery, Horror",29128,Lips of Blood,6.8,8.0,1975,male,France
5524,"Drama, History, War, Documentary, TV Movie",59993,World War Three,6.6,4.0,1998,male,Germany
5525,"Foreign, Horror",29129,The Shiver of the Vampires,4.0,9.0,1971,male,France
5526,"Comedy, Crime",25866,The Sucker,7.3,92.0,1965,male,Spain
5527,"Action, Drama",213015,Unbeatable,6.8,35.0,2013,male,Hong Kong
5528,"Drama, Thriller, Mystery",82362,Footprints,6.2,16.0,1975,male,Italy
5529,"Action, Drama, Science Fiction",110415,Snowpiercer,6.7,2910.0,2013,male,South Korea
5530,"Comedy, Romance, Adventure",20878,"Kidnapping, Caucasian Style",7.5,35.0,1967,male,Soviet Union
5531,"Thriller, Mystery, Horror",166271,Haunter,5.9,211.0,2013,male,Canada
5532,"Comedy, Drama, Adventure, Family",37168,The Dog Who Stopped the War,7.4,14.0,1984,male,Canada
5533,"Drama, Family",39055,Free Style,5.8,4.0,2008,male,Canada
5534,Horror,67737,Macabre,6.0,17.0,1980,male,Italy
5535,"Drama, Romance",86331,Desire,4.1,142.0,2011,male,France
5536,"Drama, History, War",103742,In the Fog,5.6,16.0,2012,male,Belarus
5537,"Action, Thriller, Science Fiction",62989,Ice Quake,3.8,28.0,2010,male,Canada
5538,Drama,43766,Fireworks Wednesday,7.6,25.0,2006,male,Iran
5539,"Drama, Animation",91551,Death of a Superhero,6.9,44.0,2011,male,Germany
5540,"Comedy, Drama",5995,Miffo,4.0,5.0,2003,male,Sweden
5541,Comedy,246314,Bad Fucking,5.5,3.0,2013,male,Austria
5542,"Comedy, Drama, Romance",117467,Mostly Sunny,6.2,11.0,2012,male,Germany
5543,Drama,228407,Snow on the Pines,6.0,2.0,2013,male,Iran
5544,"Drama, Adventure, History",169881,The Physician,7.2,365.0,2013,male,Germany
5545,Drama,174928,Carmen,4.8,4.0,1918,male,Germany
5546,"Drama, Thriller",214139,The Dinner,4.9,14.0,2013,male,Netherlands
5547,Comedy,25583,Wonderful and Loved by All,4.0,1.0,2007,male,Sweden
5548,"Drama, Thriller",186929,Borgman,6.6,94.0,2013,male,Netherlands
5549,"Comedy, Western",46445,Buddy goes West,6.1,23.0,1981,female,Italy
5550,"Action, Thriller",225747,Vendetta,6.1,27.0,2013,male,United Kingdom
5551,"Comedy, Adventure, War",28981,Escape to Athena,5.5,19.0,1979,male,United Kingdom
5552,"Comedy, Foreign",69406,Rio Sex Comedy,3.3,6.0,2010,male,France
5553,Documentary,230864,Marvin Hamlisch: What He Did For Love,10.0,1.0,2013,female,United States of America
5554,"Action, Fantasy, Science Fiction, Animation",13194,Highlander: The Search for Vengeance,6.5,27.0,2007,male,Japan
5555,"Comedy, Drama",32616,Swing,6.0,2.0,2002,male,France
5556,Drama,183654,Garm Hava,6.2,3.0,1973,male,India
5557,"Comedy, Drama, Mystery",257618,Ditirambo,5.0,1.0,1969,male,Spain
5558,"Drama, Horror",15826,Restless Souls,4.8,5.0,2005,male,Denmark
5559,"Drama, Romance",191714,The Lunchbox,7.3,226.0,2013,male,India
5560,"Drama, War",199177,Stars,5.0,3.0,1959,male,Germany
5561,Comedy,107445,Lost in Siberia,7.0,2.0,2012,male,Germany
5562,Drama,245775,Yves Saint Laurent,6.4,270.0,2014,male,France
5563,"Comedy, Drama, Romance",8434,Summer Things,5.9,17.0,2002,male,Italy
5564,Thriller,122796,Bad Karma,4.6,4.0,2012,male,Australia
5565,"Drama, Romance",111473,The Invisible Woman,6.2,66.0,2013,male,United Kingdom
5566,"Romance, Adventure, Animation",153158,Underdogs,6.0,127.0,2013,male,Argentina
5567,Drama,177945,"Like Father, Like Son",7.6,119.0,2013,male,Japan
5568,"Drama, Romance",118289,Diana,5.3,180.0,2013,male,Sweden
5569,Drama,109391,The We and the I,5.4,28.0,2012,male,United Kingdom
5570,Comedy,190880,"Me, Myself and Mum",6.6,231.0,2013,male,France
5571,Drama,27093,Close to Leo,5.4,11.0,2002,male,France
5572,Comedy,16076,Screwed in Tallinn,6.3,16.0,1999,male,Estonia
5573,Drama,110391,Rhino Season,5.4,13.0,2012,male,Turkey
5574,"Comedy, Action, Foreign",75404,The Lizard,5.5,10.0,2004,male,Iran
5575,"Drama, Music",6418,Hotel Chevalier,7.1,204.0,2007,male,France
5576,"Action, Drama, Foreign",31334,47 Ronin,8.0,3.0,1994,male,Japan
5577,"Crime, Thriller",240916,Reasonable Doubt,5.6,236.0,2014,male,United States of America
5578,Drama,221667,Saint Laurent,6.0,78.0,2014,male,France
5579,"Action, Drama, Science Fiction",51259,The Prize of Peril,5.5,5.0,1983,male,France
5580,"Drama, History, Documentary",159037,The Square,7.8,56.0,2013,female,United Kingdom
5581,"Comedy, Adventure",102207,HOUBA! On the Trail of the Marsupilami,5.0,214.0,2012,male,France
5582,"Action, Science Fiction, Animation",31769,Venus Wars,5.3,7.0,1989,male,Japan
5583,"Action, Drama, Thriller",2442,The Final Cut,7.3,3.0,1996,male,Canada
5584,Comedy,55922,Intern Academy,4.9,11.0,2004,male,Canada
5585,"Drama, Thriller, TV Movie",10958,Flight 93,6.0,42.0,2006,male,Canada
5586,"Drama, Romance, Thriller",118011,Another Dawn,6.0,3.0,1943,male,Mexico
5587,"Drama, Crime, Thriller",159932,A Single Shot,5.7,92.0,2013,male,United Kingdom
5588,"Comedy, Crime, Mystery",37351,The Mystery of the Yellow Room,6.7,20.0,2003,male,France
5589,"Comedy, Drama",33998,A Monkey in Winter,6.9,21.0,1962,male,France
5590,Drama,255576,Yanco,5.7,3.0,1961,male,Mexico
5591,"Comedy, Romance",266549,"My Daughter, the Socialist",6.3,3.0,1966,male,Greece
5592,"Thriller, Horror",71622,Atrocious,5.2,55.0,2010,male,Spain
5593,Comedy,288526,The Auntie from Chicago,7.0,3.0,1957,male,Greece
5594,"Thriller, Horror",174671,Dark Touch,4.5,41.0,2013,female,Sweden
5595,Comedy,56647,Cousinhood,6.8,43.0,2011,male,Spain
5596,"Drama, Romance",24475,Coco Chanel,6.1,33.0,2008,male,France
5597,"Comedy, Drama",92834,Vizontele Tuuba,6.5,9.0,2004,male,Turkey
5598,"Adventure, Western",19199,Rampage at Apache Wells,5.5,10.0,1965,male,Germany
5599,Drama,104086,The Man Who Sleeps,8.5,22.0,1974,male,France
5600,"Science Fiction, Horror",36075,Splatter: Naked Blood,5.4,18.0,1996,male,Japan
5601,Drama,137968,Drift,5.7,61.0,2013,male,Australia
5602,Comedy,173185,It Boy,6.2,332.0,2013,male,France
5603,"Comedy, Drama",29007,The House of Branching Love,6.5,9.0,2009,male,Finland
5604,"Thriller, Science Fiction, Mystery, Horror",48397,Beyond Loch Ness,4.4,16.0,2008,male,Canada
5605,"Thriller, Mystery",181886,Enemy,6.7,1326.0,2013,male,Canada
5606,Drama,112575,Adam and Eve,6.0,3.0,1995,male,Portugal
5607,"Drama, Thriller",186992,Stranger by the Lake,6.4,96.0,2013,male,France
5608,"Drama, Thriller",184352,Tom at the Farm,6.9,193.0,2014,male,Canada
5609,"Drama, Romance",136437,Beyond the Walls,6.2,10.0,2012,male,France
5610,Science Fiction,17940,Android Apocalypse,4.1,12.0,2006,male,United States of America
5611,"Drama, Adventure, Family",157841,The Young and Prodigious T.S. Spivet,6.7,234.0,2013,male,Canada
5612,"Drama, War",295841,Killer Instinct,6.0,1.0,1988,male,Philippines
5613,"Thriller, Horror",11927,Manhunt,5.3,24.0,2008,male,Norway
5614,"Adventure, Thriller, Fantasy",19400,Gwendoline,4.2,23.0,1984,male,France
5615,"Action, Thriller, Science Fiction",40352,Warriors of the Year 2072,5.3,4.0,1984,male,Italy
5616,Documentary,47831,À propos de Nice,6.9,26.0,1930,male,France
5617,"Comedy, Romance",44516,"Same Love, Same Rain",6.5,13.0,1999,male,Argentina
5618,"Adventure, Fantasy, Science Fiction, Horror",66892,Tale of the Mummy,3.8,22.0,1998,male,United Kingdom
5619,Comedy,60025,"I, Cesar",5.6,59.0,2003,male,France
5620,"Action, Drama, History, War",152760,The Monuments Men,5.8,1545.0,2014,male,Germany
5621,Drama,150093,Just Like a Woman,5.9,16.0,2012,male,United States of America
5622,"Crime, Thriller, Foreign, Horror",97794,The Road,5.1,18.0,2011,male,Philippines
5623,Drama,24685,Viper In The Fist,6.4,28.0,2004,male,France
5624,Unknown,49729,Les Aiguilles rouges,7.0,7.0,2006,male,France
5625,Drama,103717,You Ain't Seen Nothin' Yet,7.2,20.0,2012,male,Germany
5626,"Drama, Romance",25519,Pardes,6.3,18.0,1997,male,India
5627,Drama,47100,The Father,7.5,4.0,1996,male,Iran
5628,"Comedy, Drama",141043,A Long Way Down,6.2,356.0,2014,male,United Kingdom
5629,Drama,197082,Venus in Fur,7.2,192.0,2013,male,France
5630,Horror,84362,Devil Hunter,3.8,8.0,1980,male,Spain
5631,"Drama, Adventure",122435,S.O.S. Iceberg,6.0,3.0,1933,male,Germany
5632,"Drama, Fantasy, Animation",37585,Night on the Galactic Railroad,6.5,9.0,1985,male,Japan
5633,"Drama, Fantasy, Science Fiction",157834,The Zero Theorem,5.9,383.0,2014,male,United Kingdom
5634,Horror,210913,Blood Glacier,5.6,32.0,2013,male,Austria
5635,"Romance, Science Fiction",20493,Love Story 2050,3.6,8.0,2008,male,India
5636,"Comedy, Adventure",71055,The African,6.2,13.0,1983,male,France
5637,Comedy,17684,Chouchou,5.3,106.0,2003,male,France
5638,Comedy,30127,The Invisible Woman,6.4,45.0,2009,male,Brazil
5639,"Comedy, Romance",212721,Gerontophilia,6.7,24.0,2013,male,Canada
5640,"Drama, Thriller",182246,11.6,5.7,45.0,2013,male,France
5641,"Comedy, Drama",120467,The Grand Budapest Hotel,8.0,4644.0,2014,male,United Kingdom
5642,Comedy,201086,Cuban Fury,6.0,137.0,2014,male,United Kingdom
5643,"Comedy, Drama",125680,The Almost Man,5.5,2.0,2012,male,Norway
5644,Documentary,86814,News from Home,8.5,4.0,1977,female,Belgium
5645,"Drama, Romance, Thriller",187028,Omar,7.1,59.0,2013,male,Palestinian Territory
5646,"Drama, Romance",252841,Highway,7.0,43.0,2014,male,India
5647,Comedy,248507,Superchondriac,5.6,362.0,2014,male,Belgium
5648,"Thriller, Mystery",220286,Grand Piano,5.9,178.0,2013,male,Spain
5649,"Drama, Adventure, Science Fiction",157336,Interstellar,8.1,11187.0,2014,male,Canada
5650,Drama,153652,The Mark,6.0,2.0,1961,male,United Kingdom
5651,"Action, Drama, Crime, Thriller",192102,3 Days to Kill,6.0,896.0,2014,male,France
5652,"Action, Thriller, Mystery",225574,Non-Stop,6.8,2302.0,2014,male,France
5653,"Comedy, Drama",158914,The Look of Love,5.2,40.0,2013,male,United Kingdom
5654,Documentary,95243,Vertical Features Remake,9.3,4.0,1978,male,United Kingdom
5655,Thriller,159095,In Fear,5.6,88.0,2013,male,United Kingdom
5656,Documentary,117375,One Mile Away,5.0,1.0,2013,female,United Kingdom
5657,"Drama, Romance, Animation",198375,The Garden of Words,7.5,358.0,2013,male,Japan
5658,"Comedy, Romance",48263,I Don't Want to Be a Man,6.9,7.0,1918,male,Germany
5659,"Thriller, Mystery, Horror",79073,Messages Deleted,4.8,14.0,2009,male,Canada
5660,Drama,10574,Great Freedom No. 7,7.3,3.0,1944,male,Germany
5661,Unknown,55398,Inspector Palmu's Error,6.0,3.0,1960,male,Finland
5662,"Drama, Thriller",49001,Black Heaven,5.9,26.0,2010,male,France
5663,Drama,47459,Dorian Gray,5.6,5.0,1970,male,Italy
5664,Drama,168245,Kai Po Che!,6.5,32.0,2013,male,India
5665,"Action, Western",37316,A Bullet for the General,6.1,23.0,1966,male,Italy
5666,"Romance, Fantasy",128246,A Werewolf Boy,7.8,66.0,2012,male,South Korea
5667,"Action, Fantasy, Science Fiction",45384,Ashura,3.8,4.0,2005,male,Japan
5668,Comedy,20626,Special Correspondents,4.9,20.0,2009,male,France
5669,"Comedy, Fantasy, Science Fiction",73624,The Man from the Future,6.7,69.0,2011,male,Brazil
5670,"Action, Foreign",79194,God's Gun,4.6,7.0,1976,male,Italy
5671,"Drama, Romance",148044,Romance in a Minor Key,7.3,2.0,1943,male,Germany
5672,"Drama, Thriller, Horror",20695,Blessed,5.8,5.0,2004,male,Romania
5673,"Drama, Thriller, Science Fiction",97370,Under the Skin,6.0,1118.0,2014,male,United Kingdom
5674,"Action, Drama, Crime, Thriller",136797,Need for Speed,6.1,1560.0,2014,male,Philippines
5675,Drama,38049,In His Hands,6.6,6.0,2005,female,France
5676,Drama,68713,You Will Be My Son,6.6,19.0,2011,male,France
5677,"Comedy, Crime",144728,"The Stars Will Tell, Inspector Palmu",7.3,3.0,1962,male,Finland
5678,Drama,96920,Repentance,6.4,11.0,1984,male,Georgia
5679,Comedy,62156,Head Over Heels,6.1,39.0,2010,male,Brazil
5680,Comedy,209355,The French Minister,5.6,74.0,2013,male,France
5681,"Comedy, Action, Drama",134350,Why Don't You Play in Hell?,7.0,73.0,2013,male,Japan
5682,Thriller,39293,The Human Factor,5.9,5.0,1979,male,United Kingdom
5683,"Comedy, Drama",157690,On My Way,6.1,24.0,2013,female,France
5684,"Romance, Horror",85620,Blood and Roses,6.4,7.0,1960,male,France
5685,"Action, Drama, Western",45007,The Hunting Party,6.7,14.0,1971,male,United Kingdom
5686,"Drama, Romance",31214,Stay as You Are,5.8,9.0,1978,male,Spain
5687,Thriller,168399,Pioneer,5.4,34.0,2013,male,Finland
5688,Drama,114172,Naked Harbour,6.0,11.0,2012,female,Finland
5689,Drama,209276,Starred Up,7.1,324.0,2013,male,Ireland
5690,Documentary,256628,Takedown: The DNA of GSP,6.5,3.0,2014,male,Canada
5691,"Drama, Crime, History",38080,The Judge and the Assassin,6.2,16.0,1976,male,France
5692,"Drama, Crime",56415,A Gang Story,6.7,88.0,2011,male,France
5693,"Comedy, Thriller, Mystery",42216,Who Is Killing the Great Chefs of Europe?,6.1,15.0,1978,male,France
5694,Drama,27196,Stardust,6.0,5.0,1974,male,United Kingdom
5695,"Drama, Science Fiction, Horror",29290,The Green Slime,5.0,16.0,1968,male,Australia
5696,Adventure,5494,George and the Dragon,5.1,16.0,2004,male,Germany
5697,Drama,70993,Man at Bath,5.4,10.0,2010,male,France
5698,Drama,99119,Our Paradise,7.2,10.0,2011,male,France
5699,"Action, Western",65674,A Town Called Hell,5.5,2.0,1971,male,United Kingdom
5700,Drama,253239,Diplomacy,7.2,73.0,2014,male,France
5701,"Comedy, Drama, Romance",53168,King of Comedy,6.9,34.0,1999,male,Hong Kong
5702,"Comedy, Drama, Crime",192134,Dom Hemingway,5.8,213.0,2013,male,United Kingdom
5703,Documentary,186997,The Missing Picture,7.2,24.0,2014,male,Cambodia
5704,"Drama, Family",218931,Gleason,6.0,1.0,2002,male,United States of America
5705,Drama,119360,Me and You,6.2,47.0,2012,male,Italy
5706,Drama,215743,Moebius,6.5,52.0,2013,male,South Korea
5707,"Drama, Crime",64527,A Pool Without Water,5.0,2.0,1982,male,Japan
5708,"Drama, Crime, Thriller",190955,Blood Ties,6.0,175.0,2013,male,France
5709,"Drama, Adventure, Thriller, Horror",9753,Survival Island,4.9,34.0,2005,male,Luxembourg
5710,"Drama, History",213386,Barabbas,3.0,2.0,2013,male,Italy
5711,"Drama, History",94344,The Loves of Pharaoh,9.0,1.0,1922,male,Germany
5712,Horror,29854,Seizure,6.4,5.0,1974,male,Canada
5713,"Action, Crime, Thriller",256474,In the Blood,5.2,116.0,2014,male,United Kingdom
5714,"Comedy, Drama, Documentary",96769,Her Master's Voice,8.1,4.0,2012,female,United States of America
5715,"Drama, Music",191294,We Are the Best!,6.9,62.0,2013,male,Denmark
5716,Documentary,211078,When Jews Were Funny,7.3,4.0,2013,male,Canada
5717,"Drama, Romance, Fantasy",70417,Borrowed Hearts,6.8,12.0,1997,male,Canada
5718,"Adventure, War",264482,The Thirteen,5.5,2.0,1937,male,Russia
5719,"Action, Drama, Crime, Thriller",158091,Metro Manila,7.2,58.0,2013,male,United Kingdom
5720,"Drama, Crime",64349,Série noire,6.3,11.0,1979,male,France
5721,Comedy,48591,The Oyster Princess,7.4,11.0,1919,male,Germany
5722,"Comedy, Action, Romance, Thriller",77528,Bounty Hunters,3.6,8.0,2011,male,Canada
5723,Documentary,42733,Love Meetings,7.9,10.0,1965,male,Italy
5724,Drama,127495,Graceland,5.9,16.0,2012,male,Philippines
5725,"Science Fiction, Horror",74241,Terror Beneath the Sea,5.3,4.0,1966,male,Japan
5726,Drama,157832,Calvary,7.1,334.0,2014,male,Ireland
5727,"Drama, Thriller",244509,Cold in July,6.3,265.0,2014,male,France
5728,Fantasy,30844,Beauty and the Beast,5.1,24.0,2009,male,Australia
5729,"Romance, Fantasy",197796,Beauty and the Beast,5.8,669.0,2014,male,France
5730,"Drama, Crime, Mystery",127702,La Señal,6.3,3.0,2007,male,Spain
5731,"Drama, Thriller, Science Fiction, Mystery",157353,Transcendence,5.9,2339.0,2014,male,China
5732,Drama,153641,The Reckoning,7.5,2.0,1970,male,United Kingdom
5733,"Comedy, Drama",77333,Leo the Last,2.0,3.0,1970,male,United Kingdom
5734,"Drama, Thriller, Horror",59726,Wake Wood,5.5,60.0,2011,male,Ireland
5735,"Drama, Thriller, Foreign",25951,Bullet Ballet,6.5,27.0,1998,male,Japan
5736,"Comedy, Drama",209350,Le Week-End,6.4,50.0,2013,male,France
5737,"Comedy, Romance",199341,Girl on a Bicycle,6.1,19.0,2013,male,France
5738,"Comedy, Drama, Adventure",145247,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,6.7,351.0,2013,male,Sweden
5739,"Drama, Thriller",210479,Locke,6.9,780.0,2014,male,United Kingdom
5740,"Action, Crime, Thriller",242310,Rage,5.1,292.0,2014,male,France
5741,"Action, Drama, Romance, Adventure, History",76649,Pompeii,5.2,1294.0,2014,male,Canada
5742,Comedy,225564,The Ultimate Accessory,5.4,55.0,2013,female,France
5743,"Comedy, Crime",61642,Silver Bears,6.0,2.0,1978,male,United Kingdom
5744,Drama,71721,Il Capitano: A Swedish Requiem,5.8,4.0,1991,male,Germany
5745,Drama,195841,Soleil O,5.0,1.0,1967,male,Mauritania
5746,Documentary,110958,Unlawful Killing,4.5,2.0,2011,male,United Kingdom
5747,Drama,205601,Belle,7.2,230.0,2013,female,United Kingdom
5748,Western,30648,Blindman,6.0,10.0,1971,male,Italy
5749,"Comedy, Romance, Foreign, Music",94478,You Instead,6.6,28.0,2011,male,United Kingdom
5750,"Action, Thriller, Science Fiction",44263,City Under Siege,5.1,17.0,2010,male,Hong Kong
5751,Drama,197562,An Enemy of the People,8.2,5.0,1990,male,India
5752,Drama,10244,Gods of the Plague,7.7,3.0,1970,male,Germany
5753,"Comedy, Drama",55589,Master of the House,6.7,9.0,1925,male,Denmark
5754,"Action, Science Fiction",240832,Lucy,6.3,6048.0,2014,male,France
5755,"Action, Thriller, Science Fiction",124905,Godzilla,6.1,3232.0,2014,male,Japan
5756,Drama,212231,Kid Cannabis,6.3,65.0,2014,male,Canada
5757,Drama,42092,The Home and the World,7.2,3.0,1985,male,India
5758,Drama,41781,The Stranger,8.0,4.0,1991,male,India
5759,Drama,209091,Burton and Taylor,6.2,14.0,2013,male,United Kingdom
5760,"Drama, Foreign",49634,Blaise Pascal,7.5,4.0,1972,male,France
5761,"Drama, Thriller, Mystery, Horror",267795,Rosemary's Baby,6.1,64.0,2014,female,Canada
5762,"Drama, Adventure",91471,Man Friday,6.3,6.0,1975,male,United Kingdom
5763,Action,49514,Gen-Y Cops,5.0,5.0,2000,male,Hong Kong
5764,Horror,5421,Monster Hunter,5.3,12.0,1981,male,Italy
5765,"Comedy, Drama, Romance",77925,Lola,5.8,6.0,1970,male,United Kingdom
5766,"Comedy, Crime, Adventure",133827,Backfire,5.5,3.0,1964,male,France
5767,Comedy,209249,The Love Punch,5.7,139.0,2013,male,France
5768,"Comedy, Romance, Fantasy",42200,Bye Bye Monkey,5.9,8.0,1978,male,France
5769,"Action, Science Fiction",137113,Edge of Tomorrow,7.6,4979.0,2014,male,Australia
5770,"Drama, Adventure",203819,Tracks,7.0,190.0,2014,male,Australia
5771,"Adventure, Fantasy, Family",106938,Neverland,6.0,93.0,2011,male,United Kingdom
5772,"Comedy, Western",75130,Catlow,4.4,6.0,1971,male,United Kingdom
5773,"Drama, Thriller",39567,Jack the Ripper,6.1,10.0,1976,male,Germany
5774,"Drama, Music",192133,Jimi: All Is by My Side,5.3,63.0,2013,male,Ireland
5775,Drama,62876,A Man Named Rocca,6.5,2.0,1961,male,France
5776,Comedy,54544,A Crime in Paradise,6.1,26.0,2001,male,France
5777,"Drama, Thriller, Mystery",181753,Backfire,5.8,2.0,1988,male,Canada
5778,Drama,120653,"X, Y and Zee",5.2,3.0,1972,male,United Kingdom
5779,"Thriller, Mystery, Horror",82657,Flight 7500,4.3,208.0,2014,male,Japan
5780,Comedy,209185,The Grand Seduction,6.7,109.0,2014,male,Canada
5781,Drama,94671,Jayne Mansfield's Car,5.9,21.0,2012,male,United States of America
5782,"Comedy, Drama",93057,Princesse Tam Tam,4.0,1.0,1935,male,France
5783,Drama,131366,Backstairs,5.5,2.0,1921,male,Germany
5784,Drama,157851,Maps to the Stars,5.8,398.0,2014,male,Canada
5785,Drama,1731,Helen,6.5,12.0,2009,female,Canada
5786,"Comedy, Drama",78463,My Best Enemy,6.0,9.0,2011,male,Germany
5787,Science Fiction,41415,The Shape of Things to Come,4.5,6.0,1979,male,Canada
5788,Drama,244088,Human Capital,7.4,201.0,2014,male,Italy
5789,Drama,102272,The Sudden Wealth of the Poor People of Kombach,7.7,3.0,1971,male,Germany
5790,Comedy,38195,Bambou,5.0,1.0,2009,male,France
5791,"Comedy, Drama",112160,Sexual Chronicles of a French Family,4.3,93.0,2012,male,France
5792,"Crime, Thriller",38962,Murder by Proxy,6.1,5.0,1954,male,United Kingdom
5793,"Drama, Romance, Music",213342,Brooklyn Babylon,6.0,1.0,2001,male,France
5794,Drama,119575,The Mind of Mr. Soames,7.0,2.0,1970,male,United Kingdom
5795,"Drama, War",146521,Beginning of an Unknown Era,5.3,3.0,1967,female,Russia
5796,"Drama, Thriller, War",28006,I See a Dark Stranger,5.1,6.0,1946,male,United Kingdom
5797,Drama,259943,Coming Home,6.9,49.0,2014,male,China
5798,"Drama, Thriller, Science Fiction, Horror",77444,The Corridor,4.8,20.0,2012,male,Canada
5799,"Action, Drama, Adventure",58733,The Pirates of Blood River,5.7,3.0,1962,male,United Kingdom
5800,"Comedy, Drama, Family",151431,A Kid for Two Farthings,6.1,4.0,1956,male,United Kingdom
5801,"Drama, Mystery",140825,The Deadly Trap,5.5,4.0,1971,male,France
5802,"Drama, Crime, Thriller",242102,Russian Roulette,5.0,1.0,1975,male,United Kingdom
5803,"Comedy, Crime, Adventure, Mystery",50761,Our Man In Marrakesh,6.3,6.0,1966,male,United Kingdom
5804,"Drama, Romance",89187,Beware of Pity,4.5,4.0,1946,male,United Kingdom
5805,"Comedy, Drama, Mystery",171372,Frank,6.8,667.0,2014,male,Ireland
5806,"Comedy, Drama",133411,I Belong,7.0,2.0,2012,male,Norway
5807,Drama,176403,In Bloom,6.9,18.0,2013,female,France
5808,Drama,70706,Very Good Girls,5.9,145.0,2013,female,United Kingdom
5809,"Drama, Foreign",43741,Joe's Palace,4.5,2.0,2007,male,United Kingdom
5810,Drama,186988,Honey,6.3,20.0,2013,female,France
5811,"Action, Crime, Thriller",100088,Black Gunn,5.0,1.0,1972,male,United Kingdom
5812,Drama,50032,Stuart: A Life Backwards,7.7,34.0,2007,male,United Kingdom
