,genres,ID,title,vote_average,vote_count,releasedate,director_gender,prod_countries
946,"Action, Drama, Crime, Thriller",3173,Bangkok Dangerous,6.1,16.0,1999,male,Thailand
947,Crime,27092,Burnt Money,6.4,21.0,2000,male,Argentina
948,"Drama, Romance",11845,Intimacy,6.1,31.0,2001,male,France
949,"Drama, Science Fiction",167,K-PAX,7.1,710.0,2001,male,Germany
950,"Thriller, Horror",9378,Thir13en Ghosts,5.4,447.0,2001,male,Canada
951,"Comedy, Action, Crime",10034,High Heels and Low Lifes,6.4,12.0,2001,male,United Kingdom
952,"Drama, Foreign",67385,The Town Is Quiet,6.8,4.0,2000,male,France
953,"Action, Crime, Thriller",1535,Spy Game,6.8,592.0,2001,male,United Kingdom
954,"Drama, Thriller, Fantasy, Science Fiction, Horror",1433,The Devil's Backbone,7.2,277.0,2001,male,Spain
955,Unknown,58098,The Way We Laughed,8.6,8.0,1998,male,Italy
956,"Drama, War",50785,Le Petit Soldat,7.3,24.0,1963,male,France
957,"Drama, Romance",42258,Katie Tippel,6.6,5.0,1975,male,Netherlands
958,"Comedy, Fantasy",11834,Jabberwocky,5.8,57.0,1977,male,United Kingdom
959,Horror,27405,Circus of Horrors,5.5,12.0,1960,male,United Kingdom
960,"Drama, Crime",269,Breathless,7.7,322.0,1960,male,France
961,"Action, Thriller",10656,Subway,6.3,89.0,1985,male,France
962,"Drama, Thriller, Mystery",72277,The Last Wave,6.8,38.0,1977,male,Australia
963,"Comedy, Drama, Romance",5781,That Obscure Object of Desire,7.5,61.0,1977,male,France
964,"Drama, Science Fiction",33356,The Falls,8.0,9.0,1980,male,United Kingdom
965,"Comedy, Drama, Romance",27145,The Aviator's Wife,7.2,12.0,1981,male,France
966,"Drama, Romance, Foreign",43774,Baran,7.6,19.0,2001,male,Iran
967,"Action, Drama, History",8342,No Man's Land,7.4,104.0,2001,male,Belgium
968,Drama,228,The Blue Angel,7.4,52.0,1930,male,Germany
969,"Comedy, Romance",194,Amélie,7.8,3403.0,2001,male,France
970,"Drama, Romance",11889,Iris,6.2,48.0,2001,male,Canada
971,"Drama, Crime, Thriller, Mystery",9523,Lantana,6.4,53.0,2001,male,Australia
972,Comedy,11938,Clockwise,6.3,59.0,1986,male,United Kingdom
973,"Science Fiction, Horror",43143,The Crawling Eye,4.7,23.0,1958,male,United Kingdom
974,"Action, Crime, Thriller",35201,The Holcroft Covenant,5.2,18.0,1985,male,United Kingdom
975,"Comedy, Drama, Fantasy, Science Fiction, Horror, Animation",18939,Little Otik,7.2,33.0,2001,male,Czech Republic
976,"Action, History, War",855,Black Hawk Down,7.2,1832.0,2001,male,United Kingdom
977,"Drama, Romance, History, War",12660,Charlotte Gray,6.1,31.0,2001,female,Australia
978,"Drama, Thriller, Mystery",5279,Gosford Park,6.8,256.0,2001,male,Germany
979,"Action, Drama, Thriller",24206,Silent Trigger,5.0,22.0,1996,male,Canada
980,Drama,42987,The Servant,7.3,48.0,1963,male,United Kingdom
981,"Drama, Romance",27099,Come Undone,6.1,24.0,2000,male,Belgium
982,"Action, Adventure, History, Horror",6312,Brotherhood of the Wolf,6.6,404.0,2001,male,France
983,"Drama, Romance",24166,What Time Is It There?,7.5,21.0,2001,male,France
984,"Comedy, Drama, Romance, Fantasy, Science Fiction",18317,Truly Madly Deeply,6.6,14.0,1990,male,United Kingdom
985,"Drama, Romance",98491,Wuthering Heights,7.0,13.0,1970,male,United Kingdom
986,Fantasy,848,Dragonslayer,6.5,69.0,1981,male,United Kingdom
987,"Crime, Thriller",31603,The Formula,6.0,9.0,1980,male,Germany
988,"Comedy, Action",11891,Kung Pow: Enter the Fist,6.0,161.0,2002,male,Hong Kong
989,"Comedy, Adventure, Family",11888,Snow Dogs,5.3,190.0,2002,male,Canada
990,Drama,35263,The Farewell,5.0,1.0,2000,male,Germany
991,"Comedy, Drama, Romance",112,Italian for Beginners,6.5,33.0,2000,female,Denmark
992,Drama,125717,Time of Favor,7.5,2.0,2000,male,Israel
993,"Drama, History",11710,The Enigma of Kaspar Hauser,7.5,79.0,1974,male,Germany
994,"Comedy, Drama, Foreign",27378,Heart of Glass,6.5,19.0,1976,male,Germany
995,Documentary,57976,Little Dieter Needs to Fly,7.8,25.0,1997,male,France
996,"Comedy, Romance",50819,American Adobo,5.3,3.0,2001,female,United States of America
997,Drama,12659,Beijing Bicycle,6.7,15.0,2001,male,China
998,Drama,35650,Maelström,6.3,18.0,2000,male,Canada
999,"Science Fiction, Animation",9606,Metropolis,6.8,99.0,2001,male,Japan
1000,Drama,11447,The Son's Room,6.3,71.0,2001,male,Italy
1001,"Comedy, Drama, Horror",13915,Waydowntown,6.0,5.0,2000,male,Canada
1002,"Comedy, Crime, Thriller",2084,Birthday Girl,6.1,104.0,2001,male,United Kingdom
1003,"Comedy, Drama, Romance, Mystery",74692,Rare Birds,5.4,7.0,2001,male,Canada
1004,"Comedy, Drama, Romance",4267,Get Out Your Handkerchiefs,6.9,18.0,1978,male,France
1005,"Comedy, Drama",4031,Going Places,7.1,61.0,1974,male,France
1006,"Drama, History, Horror",11594,The Hunchback of Notre Dame,6.9,11.0,1956,male,France
1007,"Comedy, Action",19562,The Magnificent One,7.2,33.0,1973,male,France
1008,"Action, Thriller, Science Fiction",11535,Rollerball,3.4,106.0,2002,male,Germany
1009,Drama,2441,Cows,5.2,13.0,1992,male,Spain
1010,"Drama, Thriller, Horror",931,Don't Look Now,7.1,197.0,1973,male,Italy
1011,"Comedy, Drama",14778,Last Orders,6.0,22.0,2001,male,Germany
1012,Drama,37230,Saturday Night and Sunday Morning,6.9,28.0,1960,male,United Kingdom
1013,Drama,11698,Stroszek,7.0,53.0,1977,male,Germany
1014,"Comedy, Romance",42458,A Touch of Class,6.0,15.0,1973,male,United Kingdom
1015,Drama,93427,Town Without Pity,6.3,4.0,1961,male,United States of America
1016,Drama,10052,Dragonfly,6.2,209.0,2002,male,Germany
1017,"Comedy, Drama",13791,How to Kill Your Neighbor's Dog,6.5,22.0,2002,male,Germany
1018,"Comedy, Drama, Romance",480,Monsoon Wedding,6.8,59.0,2001,female,India
1019,"Comedy, Drama",38442,The Firemen's Ball,7.1,35.0,1967,male,Czech Republic
1020,"Comedy, Drama, Romance",39387,Loves of a Blonde,6.8,25.0,1965,male,Czech Republic
1021,Drama,614,Wild Strawberries,7.9,306.0,1957,male,Sweden
1022,"Comedy, Romance",2752,40 Days and 40 Nights,5.2,306.0,2002,male,United States of America
1023,"Action, History, War",10590,We Were Soldiers,6.7,531.0,2002,male,Germany
1024,"Drama, Horror",40723,Trouble Every Day,5.9,31.0,2001,female,France
1025,"Action, Adventure",29039,The Arena,6.0,7.0,1974,male,Italy
1026,"Action, Drama, Crime",22910,The Big Bird Cage,5.9,21.0,1972,male,Philippines
1027,"Action, Drama",42517,The Big Doll House,6.0,20.0,1971,male,United States of America
1028,Horror,40364,The Church,5.8,36.0,1989,male,Italy
1029,Horror,20465,StageFright: Aquarius,6.3,39.0,1987,male,Italy
1030,"Comedy, Drama, Romance",35810,The Amazing Quest of Ernest Bliss,6.8,6.0,1936,male,United Kingdom
1031,"Comedy, Romance, Foreign",43997,Divorcing Jack,6.7,5.0,1998,male,United Kingdom
1032,Drama,31651,The Field,7.0,19.0,1990,male,Ireland
1033,"Drama, Thriller, Mystery",47869,Hidden Agenda,6.6,21.0,1990,male,United Kingdom
1034,"Drama, Romance, Thriller, Foreign",33135,Fun,5.7,9.0,1994,male,Canada
1035,"Comedy, Documentary",16149,The Great Rock 'n' Roll Swindle,6.7,9.0,1980,male,United Kingdom
1036,"Action, Adventure, Fantasy, Science Fiction",25628,Hawk the Slayer,4.5,13.0,1980,male,United Kingdom
1037,Horror,22130,Zombie Lake,3.2,18.0,1981,male,Spain
1038,"Action, History, War",26843,Lion of the Desert,7.5,36.0,1981,male,Libyan Arab Jamahiriya
1039,"Action, Drama, Crime, Thriller",14807,The Long Good Friday,7.1,87.0,1980,male,United Kingdom
1040,"Adventure, Horror",8690,Eaten Alive!,4.9,22.0,1980,male,Italy
1041,"Comedy, Drama, Romance",39543,Mon Oncle d'Amérique,7.4,19.0,1980,male,France
1042,"Comedy, Horror",39578,The Monster Club,5.5,21.0,1981,male,United Kingdom
1043,"Drama, Science Fiction",3418,Death Watch,6.0,16.0,1980,male,Germany
1044,Comedy,4499,"Pepi, Luci, Bom",6.7,25.0,1980,male,Spain
1045,"Comedy, Action",5851,Showtime,5.3,286.0,2002,male,Australia
1046,"Drama, Romance, War",25014,Harrison's Flowers,6.6,17.0,2000,male,France
1047,Documentary,38880,Promises,7.6,13.0,2001,female,Israel
1048,"Drama, Romance",1391,Y Tu Mamá También,7.3,321.0,2001,male,Mexico
1049,"Comedy, Action",11563,The Young Master,7.0,38.0,1980,male,Hong Kong
1050,"Action, Adventure",15119,Shogun Assassin,6.9,39.0,1980,male,Japan
1051,"Drama, Romance",40072,Spetters,6.0,13.0,1980,male,Netherlands
1052,"Action, Drama, Thriller",2371,Teheran '43,6.9,8.0,1980,male,Switzerland
1053,"Drama, Romance",73134,Tender Cousins,6.2,8.0,1980,male,Germany
1054,"Comedy, Drama, Crime, Thriller",9275,Death to Smoochy,5.9,133.0,2002,male,Germany
1055,"Comedy, Drama, Fantasy",29135,No Such Thing,5.7,19.0,2001,male,Iceland
1056,"Drama, Romance",1791,The Piano Teacher,7.2,197.0,2001,male,Austria
1057,Drama,35651,Time Out,5.5,18.0,2001,male,France
1058,Comedy,62956,Very Annie Mary,6.5,2.0,2001,female,United Kingdom
1059,"Comedy, Drama, Romance, Music",17990,Impromptu,6.4,18.0,1991,male,France
1060,"Drama, Foreign",129542,Salmonberries,5.7,3.0,1991,male,Germany
1061,"Comedy, Action",35944,Lucky Break,6.5,11.0,2001,male,United Kingdom
1062,"Drama, Romance, Foreign",64310,Les Destinées sentimentales,4.8,3.0,2000,male,France
1063,"Drama, Crime, Mystery",548,Rashomon,8.0,471.0,1950,male,Japan
1064,"Drama, Crime, Thriller",12149,Frailty,7.0,338.0,2001,male,Germany
1065,"Drama, Thriller, Mystery",35080,The Cat's Meow,6.0,33.0,2001,male,Germany
1066,"Thriller, Fantasy, Science Fiction, Horror",21970,The Watcher in the Woods,6.4,40.0,1980,male,United Kingdom
1067,"Drama, Foreign",36093,Behind the Sun,6.4,33.0,2001,male,Brazil
1068,"Drama, Romance, Thriller, War, Mystery",10491,Enigma,6.0,74.0,2001,male,Netherlands
1069,"Drama, Crime, Thriller",18079,Nine Queens,7.4,156.0,2000,male,Argentina
1070,"Comedy, Drama, Romance",35337,The Triumph of Love,5.0,5.0,2001,female,Germany
1071,"Comedy, Drama, Romance",16643,Life or Something Like It,5.7,126.0,2002,male,Canada
1072,"Drama, Romance, Foreign",69324,Rain,5.8,5.0,2001,female,New Zealand
1073,"Action, Drama, Crime",26030,Bob le Flambeur,7.5,50.0,1956,male,France
1074,"Comedy, Drama, Romance",42048,The Coca-Cola Kid,5.8,16.0,1985,male,Australia
1075,"Action, Drama, Crime, Romance",13201,Deuces Wild,5.5,34.0,2002,male,Germany
1076,"Action, Drama, Crime, Thriller, Mystery",1815,The Big Sleep,6.0,13.0,1978,male,United Kingdom
1077,"Drama, Thriller",32037,The Cassandra Crossing,6.3,48.0,1976,male,Germany
1078,"Drama, History, War",2894,The Lady and the Duke,6.0,4.0,2001,male,France
1079,Horror,5425,Beyond the Darkness,6.3,20.0,1979,male,Italy
1080,"Drama, Romance, War",38360,The Cranes Are Flying,7.9,62.0,1957,male,Russia
1081,Horror,29318,Devil Doll,4.0,10.0,1964,male,United Kingdom
1082,"Comedy, Drama, Romance, History",9026,The Importance of Being Earnest,6.8,129.0,2002,male,France
1083,"Action, Drama, Adventure, History, War",42193,The Charge of the Light Brigade,6.3,15.0,1968,male,United Kingdom
1084,"Thriller, Mystery, Horror",11791,The Hound of the Baskervilles,6.7,69.0,1959,male,United Kingdom
1085,"Comedy, Drama, Science Fiction",27834,CQ,6.0,22.0,2001,male,France
1086,"Drama, Romance",15677,84 Charing Cross Road,6.8,34.0,1987,male,United Kingdom
1087,"Comedy, Drama",48216,Season's Beatings,5.8,12.0,1999,female,France
1088,"Romance, Music",43532,Summer Holiday,6.4,11.0,1963,male,United Kingdom
1089,Horror,7216,Zombie Holocaust,5.6,34.0,1980,male,Italy
1090,"Drama, Fantasy",13245,Atanarjuat: The Fast Runner,6.3,21.0,2002,male,Canada
1091,"Comedy, Drama, Romance, Foreign, Family",52258,The Emperor's New Clothes,6.9,9.0,2001,male,Italy
1092,Comedy,43139,The Horse's Mouth,7.3,12.0,1958,male,United Kingdom
1093,"Action, Drama, Adventure, History",9555,Rabbit-Proof Fence,6.9,86.0,2002,male,Australia
1094,"Comedy, Drama, Crime, Foreign",88818,The Object of Beauty,5.7,7.0,1991,male,United Kingdom
1095,"Comedy, Adventure, Western",30114,Wagons East!,4.8,28.0,1994,male,Mexico
1096,Drama,26290,Me Without You,7.1,19.0,2001,female,United Kingdom
1097,"Action, Adventure, Family",17043,The Crocodile Hunter: Collision Course,5.4,35.0,2002,male,Australia
1098,"Action, Adventure, Fantasy",6278,Reign of Fire,6.0,684.0,2002,male,Ireland
1099,"Comedy, Drama, Romance, Foreign",16664,All About Lily Chou-Chou,6.6,39.0,2001,male,Japan
1100,"Comedy, Drama, Romance",14651,My Wife Is an Actress,6.3,9.0,2001,male,France
1101,"Comedy, Drama, Romance",20324,The Importance of Being Earnest,7.4,23.0,1952,male,United Kingdom
1102,"Drama, Crime, Romance",42254,Fox and His Friends,7.6,22.0,1975,male,Germany
1103,"Drama, Romance",1364,Sex and Lucia,6.6,132.0,2001,male,Spain
1104,"Comedy, Action, Thriller, Horror",8869,Eight Legged Freaks,5.4,303.0,2002,male,Australia
1105,"Drama, Thriller, History",8665,K-19: The Widowmaker,6.1,273.0,2002,female,Canada
1106,"Comedy, Drama",45861,Happy Times,6.4,9.0,2000,male,China
1107,Drama,10309,The Merchant of Four Seasons,7.2,20.0,1971,male,Germany
1108,"Drama, Horror",6404,Nosferatu the Vampyre,7.5,146.0,1979,male,Germany
1109,"Comedy, Action, Drama",43915,Fathom,7.1,7.0,1967,male,United Kingdom
1110,Drama,3780,Red Beard,8.1,64.0,1965,male,Japan
1111,Comedy,8764,Top Secret!,7.0,241.0,1984,male,United Kingdom
1112,"Comedy, Drama, Romance",12308,The Last Kiss,6.5,84.0,2001,male,Italy
1113,"Comedy, Drama, Romance",9962,The Good Girl,6.1,183.0,2002,male,Netherlands
1114,"Comedy, Drama",2750,24 Hour Party People,6.8,109.0,2002,male,United Kingdom
1115,Documentary,30586,Biggie and Tupac,6.3,27.0,2002,male,United Kingdom
1116,"Drama, Romance, Foreign",27062,Lan Yu,6.6,5.0,2001,male,China
1117,"Drama, Crime, Romance, Thriller",6173,Read My Lips,7.0,63.0,2001,male,France
1118,"Drama, Romance",42337,Beau Pere,7.0,14.0,1981,male,France
1119,"Action, Adventure, Science Fiction",11484,Rollerball,6.0,115.0,1975,male,United Kingdom
1120,"Comedy, Action, Science Fiction",11692,The Adventures of Pluto Nash,4.4,143.0,2002,male,Australia
1121,"Comedy, Drama, Romance",3640,Mostly Martha,6.6,28.0,2001,female,Austria
1122,"Drama, Thriller",8653,The Isle,6.9,60.0,2000,male,South Korea
1123,"Drama, Romance, Mystery",30072,Possession,6.5,54.0,2002,male,United Kingdom
1124,"Comedy, Romance",12771,Serving Sara,5.0,86.0,2002,male,Germany
1125,"Drama, Foreign",60608,How I Killed My Father,6.3,3.0,2001,female,France
1126,Horror,28319,Nightmare City,5.4,30.0,1980,male,Spain
1127,"Thriller, Horror",9544,FearDotCom,3.2,106.0,2002,male,Germany
1128,Comedy,23967,Slap Her... She's French,5.5,17.0,2002,female,Germany
1129,"Drama, Romance, History, Foreign",26165,Mad Love,5.2,6.0,2001,male,Spain
1130,Comedy,31514,À Nous la Liberté,7.4,16.0,1931,male,France
1131,Horror,79319,The Incubus,5.5,13.0,1982,male,Canada
1132,"Thriller, Horror",9299,Thesis,7.2,165.0,1996,male,Spain
1133,"Drama, Romance",46466,The Children of the Century,6.6,8.0,1999,female,France
1134,"Comedy, Drama",33506,Indian Summer,6.8,16.0,1993,male,Canada
1135,"Comedy, Crime",5506,The Ladykillers,7.3,104.0,1955,male,United Kingdom
1136,"Comedy, Crime",32961,The Lavender Hill Mob,7.3,60.0,1951,male,United Kingdom
1137,"Comedy, Drama",32568,The Man in the White Suit,6.9,41.0,1951,male,United Kingdom
1138,Drama,29698,Ratcatcher,7.5,36.0,1999,female,United Kingdom
1139,"Comedy, Drama, Romance",19460,Son of the Bride,7.3,37.0,2001,male,Argentina
1140,"Drama, Thriller",575,The Experiment,7.5,319.0,2001,male,Germany
1141,"Drama, Romance, Adventure, War",9093,The Four Feathers,6.5,164.0,2002,male,United Kingdom
1142,"Comedy, Crime, Thriller, Mystery, Music",1958,8 Women,6.9,197.0,2002,male,France
1143,Drama,23550,His Secret Life,7.0,84.0,2001,male,Italy
1144,"Drama, War",68569,Invincible,6.5,11.0,2001,male,United Kingdom
1145,"Adventure, Fantasy, Family, Animation",129,Spirited Away,8.3,3968.0,2001,male,Japan
1146,"Comedy, Action, Drama",2110,Wasabi,6.2,288.0,2001,male,Japan
1147,Drama,38866,Between Strangers,7.0,2.0,2002,male,Italy
1148,"Action, Drama, Adventure, History",4107,Bloody Sunday,7.2,54.0,2002,male,Ireland
1149,Comedy,9260,Welcome to Collinwood,6.2,50.0,2002,male,Germany
1150,"Drama, Romance",21828,Flirting,6.4,22.0,1991,male,Australia
1151,"Drama, Romance",37606,Valmont,6.7,50.0,1989,male,France
1152,Comedy,12921,Strange Brew,6.2,53.0,1983,male,Canada
1153,Drama,43438,The Rocking Horse Winner,5.9,4.0,1949,male,United Kingdom
1154,"Comedy, Action",15313,The Wrong Guy,7.6,10.0,1997,male,Canada
1155,"Comedy, Drama, Romance",1809,The Rules of Attraction,6.3,170.0,2002,male,Germany
1156,Drama,10994,White Oleander,7.2,111.0,2002,male,Germany
1157,"Drama, Adventure",40815,On Guard,6.5,38.0,1997,male,Italy
1158,"Drama, History, War",70443,Safe Conduct,5.4,5.0,2002,male,France
1159,"Comedy, Romance",12779,Swept Away,4.8,52.0,2002,male,Italy
1160,"Drama, Thriller, Mystery",15992,Abandon,4.6,45.0,2002,male,Australia
1161,"Drama, War, Animation",12477,Grave of the Fireflies,8.2,974.0,1988,male,Japan
1162,Horror,40064,To the Devil a Daughter,6.0,26.0,1976,male,Germany
1163,"Thriller, Horror",40969,Terror Train,5.8,62.0,1980,male,Canada
1164,"Action, Science Fiction",31278,The Pumaman,2.9,17.0,1980,male,Italy
1165,"Action, Crime, Thriller",21294,The Amateur,5.0,1.0,1981,male,Canada
1166,"Comedy, Action",11340,Banana Joe,6.4,82.0,1982,male,Germany
1167,Unknown,42142,Marianne and Juliane,6.9,7.0,1981,female,Germany
1168,"Adventure, Horror",8691,Cannibal Ferox,5.3,61.0,1981,male,Italy
1169,"Comedy, Crime, Adventure",19123,Knock on Wood,7.1,86.0,1981,male,France
1170,"Action, Drama, Romance, Thriller",10863,Eye of the Needle,6.4,49.0,1981,male,United Kingdom
1171,"Drama, Adventure, History, War",11646,Gallipoli,7.1,111.0,1981,male,Australia
1172,"Drama, Crime, Thriller, Mystery",5062,The Inquisitor,7.2,27.0,1981,male,France
1173,"Comedy, Adventure",16124,Goodbye Pork Pie,8.5,4.0,1981,male,New Zealand
1174,"Comedy, Romance",21764,Gregory's Girl,7.0,43.0,1981,male,United Kingdom
1175,"Thriller, Science Fiction, Foreign, Horror",46364,Inseminoid,3.6,22.0,1981,male,United Kingdom
1176,"Drama, Romance",35685,Lady Chatterley's Lover,5.4,16.0,1981,male,France
1177,"Drama, Romance, War",265,Lili Marleen,5.6,15.0,1981,male,Germany
1178,"Thriller, Mystery, Horror",9645,Ghost Ship,5.3,540.0,2002,male,Australia
1179,"Thriller, Mystery",13440,The Truth About Charlie,4.5,39.0,2002,male,Germany
1180,"Comedy, Drama",12454,All or Nothing,7.0,33.0,2002,male,France
1181,"Comedy, Action, Drama, History",31668,All The Queen's Men,6.1,7.0,2001,male,Austria
1182,"Drama, Romance",1360,Frida,7.3,397.0,2002,female,Mexico
1183,Drama,14626,Beau Travail,7.2,35.0,2000,female,France
1184,"Drama, Crime, Mystery",13526,The Weight of Water,5.6,33.0,2000,female,France
1185,"Crime, Romance, Thriller",9280,Femme Fatale,6.2,142.0,2002,male,Switzerland
1186,"Drama, War",16351,Ararat,5.7,16.0,2002,male,Canada
1187,"Action, Drama, Thriller",2165,Liberty Stands Still,5.6,47.0,2002,female,Canada
1188,"Comedy, Drama, Romance, War",25037,The Life and Death of Colonel Blimp,7.9,44.0,1943,male,United Kingdom
1189,Drama,24909,The Young Americans,5.8,12.0,1993,male,France
1190,Drama,81530,Blackrock,6.6,4.0,1997,male,Australia
1191,Comedy,34341,Men with Brooms,4.6,8.0,2002,male,Canada
1192,"Action, Thriller, Mystery",53000,Soul Assassin,4.3,3.0,2001,male,Netherlands
1193,"Action, Thriller, Horror",11880,Dog Soldiers,6.7,227.0,2002,male,Luxembourg
1194,"Comedy, Fantasy, Science Fiction, Horror",11629,Legion of the Dead,4.5,6.0,2001,male,Germany
1195,"Comedy, Drama, Romance",48524,Too Beautiful for You,5.7,12.0,1989,male,France
1196,"Thriller, Mystery, Horror",43089,Roadgames,6.5,33.0,1981,male,Australia
1197,"Comedy, Science Fiction",9317,Cabbage Soup,6.3,147.0,1981,male,France
1198,"Action, Drama, Crime, Thriller, History",12528,Southern Comfort,7.0,83.0,1981,male,Switzerland
1199,"Adventure, Thriller, Mystery",47890,Sphinx,5.7,3.0,1981,male,Netherlands
1200,Drama,69014,Tales of Ordinary Madness,6.6,13.0,1981,male,Italy
1201,"Drama, Romance",64,Talk to Her,7.5,273.0,2002,male,Spain
1202,"Comedy, Action, Drama, Romance, Thriller",5261,What to Do in Case of Fire?,6.3,14.0,2001,male,Germany
1203,"Drama, Romance",66091,A Cruel Romance,6.1,8.0,1984,male,Russia
1204,"Romance, Thriller, Mystery",25284,The Last Seduction,6.7,81.0,1994,male,United Kingdom
1205,"Adventure, Fantasy, Science Fiction, Horror",7011,Making Contact,6.3,9.0,1985,male,Germany
