,userId,nbLetter,nbWords,nbEmojis,nbSlangWords,nbStatus,nbMentions,IsSelfTagged,nbHashtags,nbRetweets
3151,1027906586453438464,36,5,0.0,0,752,0,0.0,0,14.0
3152,1037258172233379840,59,9,0.0,0,460,0,0.0,0,2.0
3153,1019499507359387648,115,22,0.0,0,586,0,0.0,0,1.0
3154,966049177116598272,78,11,0.0,0,4049,5,0.0,0,15.0
3155,952037633508691968,159,25,0.0,0,5474,0,0.0,0,1.0
3156,1008429590866481152,112,17,0.0,0,443,0,0.0,0,4.0
3157,1072759798750420992,11,1,0.0,0,114,0,0.0,0,1.0
3158,1072759798750420992,225,36,0.0,2,114,0,0.0,0,0.0
3159,1042830489881636864,37,6,0.0,0,1098,0,0.0,0,1.0
3160,989256464031240192,17,4,0.0,0,585,0,0.0,0,10.0
3161,1071427415929425920,109,20,0.0,0,1678,0,0.0,0,8.0
3162,966615643679285248,63,11,0.0,1,33740,0,0.0,0,20.0
3163,966615643679285248,163,23,0.0,0,33740,0,0.0,0,43.0
3164,966615643679285248,43,7,0.0,0,33740,0,0.0,0,3359.0
3165,966615643679285248,20,4,0.0,0,33740,0,0.0,0,25.0
3166,966615643679285248,65,10,0.0,1,33740,0,0.0,0,45.0
